Facility ID,Property type,Rating snapshot date,Original Loan Amount,Principal Repayment Type,Current Loan Balance,Interest rate,Property value,Net operating income,Contractual term,Months to maturity,Annual tenant turnover,Region,Property Class,Default flag
ABC1004605,Office building,1/1/2018," $1,139,183.53 ", Partially amortizing ," $1,112,602.58 ",6.23%," $1,389,248.20 "," $63,488.64 ",60,53,14%,Northeast,Class B,0
ABC1004606,Multifamily residential,1/1/2021," $1,432,411.96 ", Partially amortizing ," $1,250,973.11 ",7.61%," $2,348,216.33 "," $194,667.13 ",120,82,35%,South,N/A,0
ABC1004607,Office building,1/1/2021," $26,305,877.39 ", Fully amortizing ," $13,810,585.63 ",7.36%," $42,428,834.50 "," $3,262,777.37 ",120,63,30%,Northeast,Class A,0
ABC1004608,Multifamily residential,1/1/2017," $1,884,902.70 ", Partially amortizing ," $1,130,941.62 ",7.47%," $2,356,128.37 "," $134,534.93 ",180,60,5%,Northeast,N/A,0
ABC1004609,Multifamily residential,1/1/2016," $5,889,254.26 ", Partially amortizing ," $2,512,748.48 ",7.23%," $9,498,797.19 "," $1,044,867.69 ",180,8,10%,South,N/A,0
ABC1004610,Multifamily residential,1/1/2020," $4,115,239.68 ", Partially amortizing ," $3,511,671.20 ",6.34%," $6,051,823.07 "," $276,568.31 ",180,136,27%,South,N/A,0
ABC1004611,Retail space,1/1/2020," $553,942.21 ", Partially amortizing ," $522,552.15 ",7.92%," $879,273.35 "," $88,542.83 ",120,103,24%,Midwest,N/A,0
ABC1004612,Office building,1/1/2016," $13,894,361.40 ", Fully amortizing ," $9,262,907.60 ",7.54%," $18,282,054.47 "," $736,766.80 ",60,40,5%,Northeast,Class C,0
ABC1004613,Multifamily residential,1/1/2017," $1,829,347.85 ", Partially amortizing ," $1,353,717.41 ",6.79%," $2,407,036.64 "," $141,293.05 ",180,102,32%,South,N/A,0
ABC1004614,Multifamily residential,1/1/2017," $2,859,552.62 ", Partially amortizing ," $1,772,922.63 ",6.86%," $4,205,224.45 "," $489,067.60 ",120,6,14%,South,N/A,1
ABC1004615,Retail space,1/1/2018," $1,771,329.68 ", Partially amortizing ," $1,316,688.40 ",7.09%," $2,567,144.47 "," $229,246.00 ",120,43,30%,Northeast,N/A,0
ABC1004616,Retail space,1/1/2018," $39,691,703.42 ", Fully amortizing ," $21,830,436.88 ",5.41%," $54,372,196.47 "," $4,001,793.66 ",60,33,11%,Northeast,N/A,0
ABC1004617,Retail space,1/1/2023," $2,084,301.40 ", Partially amortizing ," $2,077,353.72 ",6.55%," $3,859,817.40 "," $146,673.06 ",60,59,15%,West,N/A,0
ABC1004618,Multifamily residential,1/1/2018," $14,526,402.09 ", Partially amortizing ," $13,848,503.32 ",5.35%," $17,933,829.74 "," $1,861,531.53 ",60,46,11%,South,N/A,0
ABC1004619,Multifamily residential,1/1/2022," $10,533,148.13 ", Fully amortizing ," $10,357,595.66 ",5.52%," $15,489,923.72 "," $1,406,485.07 ",60,59,5%,South,N/A,0
ABC1004620,Retail space,1/1/2018," $15,175,691.53 ", Fully amortizing ," $4,046,851.08 ",7.42%," $23,712,018.02 "," $1,605,303.62 ",120,32,1%,Northeast,N/A,0
ABC1004621,Office building,1/1/2018," $17,125,776.55 ", Fully amortizing ," $6,279,451.40 ",6.26%," $28,075,043.52 "," $1,892,257.93 ",60,22,15%,Northeast,Class C,0
ABC1004622,Retail space,1/1/2016," $20,287,942.85 ", Fully amortizing ," $11,496,500.95 ",7.16%," $25,046,843.03 "," $1,858,475.75 ",120,68,1%,South,N/A,0
ABC1004623,Office building,1/1/2022," $1,896,380.00 ", Partially amortizing ," $1,801,561.00 ",6.19%," $2,495,236.84 "," $12,975.23 ",120,105,12%,West,Class B,0
ABC1004624,Retail space,1/1/2022," $3,366,681.52 ", Partially amortizing ," $3,187,125.17 ",6.32%," $4,429,844.11 "," $275,536.30 ",60,44,29%,Northeast,N/A,0
ABC1004625,Multifamily residential,1/1/2017," $2,240,822.56 ", Fully amortizing ," $1,344,493.54 ",6.04%," $3,798,004.35 "," $266,240.10 ",60,36,40%,Northeast,N/A,0
ABC1004626,Office building,1/1/2017," $777,124.05 ", Partially amortizing ," $590,614.28 ",6.84%," $1,064,553.50 "," $106,668.26 ",180,108,14%,Northeast,Class A,0
ABC1004627,Retail space,1/1/2016," $627,579.84 ", Partially amortizing ," $598,292.78 ",7.33%," $922,911.53 "," $92,568.03 ",60,46,11%,South,N/A,0
ABC1004628,Retail space,1/1/2016," $596,094.31 ", Partially amortizing ," $574,237.52 ",6.87%," $764,223.47 "," $95,298.67 ",60,49,8%,Midwest,N/A,0
ABC1004629,Retail space,1/1/2016," $3,862,650.72 ", Partially amortizing ," $3,231,751.10 ",7.67%," $6,131,191.62 "," $686,693.46 ",180,131,8%,Northeast,N/A,0
ABC1004630,Retail space,1/1/2018," $2,812,328.63 ", Partially amortizing ," $2,296,735.04 ",5.80%," $4,933,909.87 "," $253,109.58 ",60,5,10%,Northeast,N/A,0
ABC1004631,Retail space,1/1/2017," $2,262,057.89 ", Partially amortizing ," $2,231,897.12 ",7.63%," $3,278,344.77 "," $260,300.57 ",120,116,5%,Northeast,N/A,0
ABC1004632,Multifamily residential,1/1/2021," $6,041,629.92 ", Partially amortizing ," $5,336,773.10 ",5.16%," $10,069,383.20 "," $994,855.06 ",60,25,30%,Northeast,N/A,0
ABC1004633,Office building,1/1/2017," $927,974.75 ", Partially amortizing ," $776,405.54 ",5.82%," $1,364,668.75 "," $126,777.73 ",60,11,28%,Midwest,Class B,0
ABC1004634,Multifamily residential,1/1/2020," $1,483,289.39 ", Partially amortizing ," $1,226,185.90 ",7.26%," $2,966,578.78 "," $188,081.09 ",120,68,4%,Midwest,N/A,0
ABC1004635,Multifamily residential,1/1/2020," $3,254,240.74 ", Partially amortizing ," $2,256,273.58 ",8.17%," $5,165,461.49 "," $288,749.30 ",120,28,9%,South,N/A,0
ABC1004636,Retail space,1/1/2019," $1,415,802.83 ", Fully amortizing ," $117,983.57 ",6.22%," $2,022,575.47 "," $115,893.57 ",60,5,6%,Northeast,N/A,0
ABC1004637,Retail space,1/1/2017," $5,138,192.41 ", Partially amortizing ," $4,453,100.08 ",7.31%," $7,785,140.01 "," $857,143.91 ",120,80,6%,Northeast,N/A,0
ABC1004638,Office building,1/1/2017," $10,138,160.48 ", Partially amortizing ," $9,732,634.06 ",5.97%," $14,909,059.52 "," $544,180.67 ",60,48,4%,Northeast,Class C,0
ABC1004639,Office building,1/1/2016," $4,858,175.29 ", Fully amortizing ," $2,105,209.29 ",7.25%," $7,251,007.89 "," $152,271.17 ",120,52,5%,Northeast,Class C,0
ABC1004640,Office building,1/1/2016," $830,809.22 ", Partially amortizing ," $783,730.03 ",7.75%," $1,078,973.02 "," $93,546.96 ",60,43,9%,West,Class A,0
ABC1004641,Retail space,1/1/2022," $549,957.81 ", Partially amortizing ," $465,630.94 ",6.15%," $932,131.88 "," $61,241.06 ",60,14,11%,Northeast,N/A,0
ABC1004642,Office building,1/1/2018," $1,911,345.76 ", Partially amortizing ," $1,548,190.07 ",6.16%," $3,185,576.27 "," $89,514.69 ",60,3,3%,West,Class C,1
ABC1004643,Retail space,1/1/2015," $864,068.28 ", Partially amortizing ," $760,380.09 ",7.61%," $1,183,655.18 "," $88,419.04 ",60,24,12%,Northeast,N/A,0
ABC1004644,Office building,1/1/2018," $2,238,863.52 ", Partially amortizing ," $2,082,143.07 ",5.82%," $2,907,614.96 "," $89,263.78 ",60,39,5%,South,Class C,0
ABC1004645,Office building,1/1/2020," $21,400,997.74 ", Fully amortizing ," $13,910,648.53 ",7.19%," $32,425,754.15 "," $2,234,134.46 ",180,117,25%,Midwest,Class B,0
ABC1004646,Retail space,1/1/2022," $37,604,799.04 ", Fully amortizing ," $4,387,226.55 ",6.77%," $54,499,708.75 "," $4,114,728.01 ",120,14,11%,Northeast,N/A,0
ABC1004647,Office building,1/1/2022," $6,203,286.87 ", Fully amortizing ," $3,463,501.84 ",6.24%," $10,005,301.41 "," $242,128.29 ",120,67,2%,Midwest,Class C,0
ABC1004648,Retail space,1/1/2017," $4,099,546.13 ", Fully amortizing ," $2,869,682.29 ",5.80%," $6,720,567.42 "," $389,792.91 ",60,42,13%,South,N/A,0
ABC1004649,Office building,1/1/2022," $13,448,263.46 ", Partially amortizing ," $13,224,125.73 ",6.47%," $25,374,081.99 "," $1,557,968.63 ",120,115,39%,Northeast,Class C,0
ABC1004650,Multifamily residential,1/1/2016," $1,760,535.39 ", Fully amortizing ," $1,159,019.13 ",6.82%," $2,708,515.98 "," $214,785.32 ",120,79,2%,South,N/A,0
ABC1004651,Retail space,1/1/2015," $321,450.38 ", Partially amortizing ," $270,018.32 ",7.80%," $465,870.11 "," $48,031.21 ",60,12,4%,Midwest,N/A,0
ABC1004652,Office building,1/1/2018," $7,397,218.80 ", Partially amortizing ," $4,734,220.03 ",7.15%," $10,567,455.43 "," $253,618.93 ",120,12,5%,Midwest,Class C,0
ABC1004653,Retail space,1/1/2019," $3,253,763.90 ", Partially amortizing ," $3,047,692.19 ",6.20%," $4,396,978.24 "," $160,489.71 ",60,41,32%,Northeast,N/A,1
ABC1004654,Multifamily residential,1/1/2019," $16,855,993.83 ", Fully amortizing ," $4,775,864.92 ",7.90%," $28,093,323.05 "," $3,152,070.85 ",120,34,2%,Midwest,N/A,0
ABC1004655,Office building,1/1/2017," $2,227,168.28 ", Fully amortizing ," $1,967,331.98 ",7.25%," $3,426,412.73 "," $51,738.83 ",120,106,8%,Northeast,Class C,0
ABC1004656,Retail space,1/1/2017," $1,360,629.10 ", Fully amortizing ," $68,031.45 ",7.38%," $2,194,563.06 "," $180,393.08 ",180,9,35%,Northeast,N/A,0
ABC1004657,Retail space,1/1/2017," $14,371,430.37 ", Partially amortizing ," $11,640,858.60 ",7.23%," $18,909,776.80 "," $1,514,673.12 ",120,63,34%,Northeast,N/A,0
ABC1004658,Office building,1/1/2023," $4,445,846.31 ", Fully amortizing ," $1,481,948.77 ",6.32%," $6,736,130.78 "," $231,049.29 ",60,20,2%,Northeast,Class B,0
ABC1004659,Retail space,1/1/2019," $3,732,781.14 ", Partially amortizing ," $1,754,407.14 ",6.61%," $6,221,301.90 "," $571,115.51 ",180,21,5%,South,N/A,0
ABC1004660,Multifamily residential,1/1/2020," $2,234,610.07 ", Partially amortizing ," $2,063,289.96 ",5.39%," $3,147,338.12 "," $259,025.93 ",60,37,40%,Northeast,N/A,0
ABC1004661,Multifamily residential,1/1/2016," $6,445,593.90 ", Partially amortizing ," $4,834,195.43 ",7.45%," $9,341,440.44 "," $780,010.28 ",120,45,9%,Northeast,N/A,0
ABC1004662,Retail space,1/1/2017," $1,142,119.01 ", Partially amortizing ," $993,643.54 ",7.10%," $1,784,560.95 "," $164,893.43 ",120,81,3%,Northeast,N/A,0
ABC1004663,Office building,1/1/2020," $5,700,870.00 ", Partially amortizing ," $4,389,669.90 ",7.42%," $7,403,727.27 "," $697,431.11 ",120,51,30%,South,Class A,0
ABC1004664,Office building,1/1/2018," $4,107,222.67 ", Partially amortizing ," $2,929,818.84 ",6.76%," $6,040,033.34 "," $374,482.07 ",120,34,9%,South,Class B,0
ABC1004665,Office building,1/1/2018," $20,402,181.93 ", Partially amortizing ," $19,382,072.83 ",7.62%," $38,494,682.89 "," $1,104,797.40 ",120,105,5%,South,Class B,0
ABC1004666,Office building,1/1/2020," $1,641,882.72 ", Partially amortizing ," $1,576,207.41 ",5.34%," $2,218,760.43 "," $103,172.36 ",60,48,22%,Northeast,Class B,0
ABC1004667,Retail space,1/1/2017," $421,700.03 ", Partially amortizing ," $278,322.02 ",6.89%," $658,906.30 "," $41,115.75 ",120,18,13%,South,N/A,0
ABC1004668,Retail space,1/1/2015," $2,835,377.79 ", Partially amortizing ," $2,759,767.71 ",8.05%," $3,730,760.25 "," $380,537.55 ",60,52,8%,Northeast,N/A,0
ABC1004669,Multifamily residential,1/1/2018," $7,234,263.92 ", Partially amortizing ," $5,618,611.64 ",7.64%," $11,303,537.38 "," $872,633.09 ",120,53,8%,South,N/A,0
ABC1004670,Retail space,1/1/2022," $1,942,922.43 ", Partially amortizing ," $1,172,229.87 ",5.89%," $2,556,476.89 "," $130,635.97 ",120,1,1%,Northeast,N/A,0
ABC1004671,Multifamily residential,1/1/2023," $1,239,997.77 ", Partially amortizing ," $826,665.18 ",5.67%," $1,771,425.38 "," $174,662.54 ",120,20,11%,South,N/A,0
ABC1004672,Retail space,1/1/2018," $740,160.95 ", Fully amortizing ," $542,784.70 ",5.63%," $1,072,697.04 "," $104,802.50 ",60,44,11%,Northeast,N/A,0
ABC1004673,Office building,1/1/2021," $8,015,892.65 ", Partially amortizing ," $7,855,574.79 ",5.10%," $14,314,094.01 "," $951,887.25 ",60,54,19%,Northeast,Class C,0
ABC1004674,Multifamily residential,1/1/2015," $11,446,818.89 ", Partially amortizing ," $8,432,489.91 ",6.57%," $15,898,359.57 "," $1,114,475.01 ",120,41,14%,Midwest,N/A,0
ABC1004675,Office building,1/1/2023," $10,493,163.22 ", Fully amortizing ," $174,886.05 ",6.32%," $17,785,022.40 "," $1,125,791.92 ",60,1,8%,Northeast,Class C,0
ABC1004676,Retail space,1/1/2019," $3,186,224.44 ", Fully amortizing ," $318,622.44 ",7.89%," $3,982,780.54 "," $304,682.71 ",120,12,8%,Northeast,N/A,0
ABC1004677,Retail space,1/1/2015," $5,847,561.64 ", Partially amortizing ," $4,327,195.62 ",7.13%," $8,236,002.31 "," $854,897.04 ",120,42,9%,South,N/A,0
ABC1004678,Office building,1/1/2016," $1,395,087.94 ", Partially amortizing ," $1,362,535.89 ",7.41%," $2,287,029.41 "," $180,217.92 ",60,53,4%,Northeast,Class B,0
ABC1004679,Multifamily residential,1/1/2020," $2,353,227.10 ", Partially amortizing ," $1,780,608.51 ",7.26%," $3,410,474.06 "," $364,579.68 ",180,107,4%,South,N/A,0
ABC1004680,Office building,1/1/2016," $2,500,370.94 ", Partially amortizing ," $1,708,586.81 ",7.75%," $3,846,724.52 "," $151,945.62 ",120,25,4%,West,Class C,0
ABC1004681,Multifamily residential,1/1/2016," $2,554,085.65 ", Partially amortizing ," $2,034,754.90 ",7.21%," $3,812,068.14 "," $340,417.68 ",120,59,3%,Northeast,N/A,1
ABC1004682,Retail space,1/1/2016," $1,835,474.28 ", Fully amortizing ," $367,094.86 ",7.20%," $2,867,928.56 "," $331,819.33 ",60,12,29%,Northeast,N/A,0
ABC1004683,Multifamily residential,1/1/2016," $21,977,549.05 ", Partially amortizing ," $18,387,882.71 ",6.84%," $29,699,390.61 "," $1,366,171.97 ",120,71,5%,South,N/A,1
ABC1004684,Office building,1/1/2017," $2,374,282.30 ", Partially amortizing ," $2,113,111.25 ",6.58%," $3,829,487.58 "," $251,214.39 ",60,27,36%,South,Class C,0
ABC1004685,Retail space,1/1/2020," $1,074,127.81 ", Partially amortizing ," $1,024,001.84 ",6.05%," $2,237,766.27 "," $210,573.81 ",60,46,28%,West,N/A,0
ABC1004686,Retail space,1/1/2016," $2,746,039.39 ", Partially amortizing ," $2,636,197.81 ",6.86%," $3,813,943.59 "," $310,455.01 ",60,48,36%,Midwest,N/A,0
ABC1004687,Office building,1/1/2015," $4,846,981.18 ", Fully amortizing ," $2,059,967.00 ",6.99%," $6,549,974.56 "," $415,923.38 ",120,51,5%,Northeast,Class C,0
ABC1004688,Office building,1/1/2018," $12,702,225.87 ", Partially amortizing ," $10,796,891.99 ",5.54%," $17,890,458.97 "," $635,111.29 ",60,15,2%,Midwest,Class A,0
ABC1004689,Retail space,1/1/2015," $3,183,628.21 ", Partially amortizing ," $2,674,247.69 ",6.59%," $3,745,444.95 "," $386,904.46 ",120,72,4%,Northeast,N/A,0
ABC1004690,Multifamily residential,1/1/2015," $1,308,452.99 ", Partially amortizing ," $1,203,776.75 ",6.38%," $1,896,308.67 "," $174,081.14 ",120,96,8%,Northeast,N/A,0
ABC1004691,Multifamily residential,1/1/2022," $11,695,884.89 ", Partially amortizing ," $10,721,227.81 ",6.47%," $17,721,037.71 "," $1,304,268.38 ",120,95,15%,South,N/A,0
ABC1004692,Retail space,1/1/2017," $764,983.88 ", Partially amortizing ," $698,685.27 ",5.99%," $1,342,076.98 "," $116,358.07 ",60,34,8%,South,N/A,0
ABC1004693,Multifamily residential,1/1/2017," $2,937,763.71 ", Partially amortizing ," $2,614,609.70 ",7.14%," $5,542,950.40 "," $338,119.97 ",120,87,9%,Northeast,N/A,0
ABC1004694,Office building,1/1/2022," $4,225,021.37 ", Fully amortizing ," $1,619,591.53 ",5.94%," $6,306,002.05 "," $289,445.49 ",60,23,27%,Northeast,Class C,0
ABC1004695,Retail space,1/1/2018," $35,363,248.61 ", Partially amortizing ," $32,534,188.72 ",7.36%," $49,115,623.07 "," $3,113,930.50 ",120,96,15%,West,N/A,0
ABC1004696,Multifamily residential,1/1/2018," $8,405,146.74 ", Partially amortizing ," $6,892,220.33 ",5.77%," $12,735,070.82 "," $1,333,361.92 ",60,6,39%,Northeast,N/A,0
ABC1004697,Retail space,1/1/2018," $31,713,828.61 ", Partially amortizing ," $26,956,754.32 ",6.32%," $41,728,721.85 "," $3,901,635.49 ",60,15,11%,South,N/A,0
ABC1004698,Retail space,1/1/2021," $705,542.55 ", Partially amortizing ," $665,561.81 ",7.74%," $953,435.88 "," $88,955.57 ",120,103,12%,Midwest,N/A,0
ABC1004699,Office building,1/1/2023," $19,707,168.59 ", Partially amortizing ," $13,860,708.58 ",5.53%," $28,981,130.28 "," $1,405,584.82 ",120,31,10%,Northeast,Class B,0
ABC1004700,Office building,1/1/2016," $2,756,674.90 ", Fully amortizing ," $1,768,866.39 ",7.49%," $3,995,181.02 "," $175,787.96 ",120,77,6%,South,Class C,0
ABC1004701,Multifamily residential,1/1/2020," $835,833.93 ", Fully amortizing ," $633,840.73 ",7.23%," $1,671,667.85 "," $118,186.92 ",120,91,34%,Northeast,N/A,0
ABC1004702,Retail space,1/1/2019," $6,320,918.33 ", Partially amortizing ," $5,478,129.22 ",6.33%," $10,713,420.89 "," $798,149.86 ",60,20,4%,Northeast,N/A,0
ABC1004703,Office building,1/1/2019," $23,144,723.93 ", Partially amortizing ," $18,592,928.22 ",5.57%," $39,228,345.64 "," $1,851,577.91 ",60,1,7%,Northeast,Class C,1
ABC1004704,Office building,1/1/2019," $18,080,962.84 ", Partially amortizing ," $8,437,782.66 ",6.30%," $25,829,946.91 "," $2,143,885.59 ",180,20,12%,Northeast,Class A,0
ABC1004705,Office building,1/1/2021," $621,881.43 ", Fully amortizing ," $388,675.89 ",7.32%," $863,724.21 "," $44,309.05 ",120,75,19%,Northeast,Class B,1
ABC1004706,Multifamily residential,1/1/2020," $7,595,901.52 ", Partially amortizing ," $6,709,713.01 ",5.90%," $9,994,607.27 "," $1,159,374.44 ",60,25,6%,Northeast,N/A,0
ABC1004707,Multifamily residential,1/1/2019," $4,105,965.10 ", Partially amortizing ," $3,353,204.83 ",5.66%," $5,474,620.13 "," $474,102.10 ",60,5,12%,Northeast,N/A,0
ABC1004708,Retail space,1/1/2017," $3,199,632.14 ", Partially amortizing ," $2,666,360.12 ",6.94%," $4,922,510.99 "," $359,835.55 ",120,70,27%,Northeast,N/A,0
ABC1004709,Multifamily residential,1/1/2017," $3,149,144.91 ", Fully amortizing ," $1,137,191.22 ",7.01%," $4,143,611.72 "," $396,958.00 ",180,65,12%,Northeast,N/A,0
ABC1004710,Multifamily residential,1/1/2020," $3,311,637.18 ", Partially amortizing ," $2,594,115.79 ",7.83%," $5,612,944.37 "," $216,659.65 ",120,55,9%,Midwest,N/A,0
ABC1004711,Office building,1/1/2021," $10,176,467.09 ", Partially amortizing ," $6,852,154.50 ",7.25%," $15,656,103.21 "," $521,348.24 ",120,22,27%,Northeast,Class B,1
ABC1004712,Office building,1/1/2017," $2,819,114.74 ", Fully amortizing ," $1,221,616.39 ",5.86%," $4,546,959.25 "," $437,872.18 ",60,26,35%,South,Class A,0
ABC1004713,Office building,1/1/2017," $2,589,942.12 ", Partially amortizing ," $2,581,308.98 ",7.37%," $5,179,884.25 "," $305,095.18 ",120,119,30%,South,Class A,0
ABC1004714,Multifamily residential,1/1/2020," $1,331,806.29 ", Fully amortizing ," $799,083.77 ",7.39%," $2,048,932.75 "," $109,208.12 ",120,72,8%,South,N/A,0
ABC1004715,Multifamily residential,1/1/2021," $1,868,631.14 ", Fully amortizing ," $965,459.42 ",7.25%," $2,595,321.02 "," $184,267.79 ",120,62,2%,Northeast,N/A,0
ABC1004716,Retail space,1/1/2022," $20,901,600.54 ", Partially amortizing ," $13,934,400.36 ",5.82%," $27,868,800.72 "," $2,519,339.59 ",120,20,12%,Northeast,N/A,0
ABC1004717,Office building,1/1/2020," $9,617,106.38 ", Partially amortizing ," $7,629,571.06 ",7.79%," $14,142,803.50 "," $1,213,452.54 ",120,58,48%,Northeast,Class A,0
ABC1004718,Office building,1/1/2015," $1,331,104.16 ", Partially amortizing ," $1,211,304.79 ",7.29%," $2,079,850.26 "," $109,192.14 ",120,93,27%,Midwest,Class A,0
ABC1004719,Multifamily residential,1/1/2021," $25,615,334.39 ", Partially amortizing ," $24,505,336.57 ",5.28%," $30,135,687.52 "," $3,167,260.76 ",60,47,15%,Northeast,N/A,0
ABC1004720,Retail space,1/1/2017," $14,505,457.35 ", Fully amortizing ," $6,769,213.43 ",6.35%," $19,340,609.80 "," $1,562,721.27 ",60,28,39%,Northeast,N/A,0
ABC1004721,Multifamily residential,1/1/2015," $1,873,380.51 ", Partially amortizing ," $1,785,956.08 ",6.36%," $3,469,223.16 "," $258,804.05 ",120,106,31%,South,N/A,0
ABC1004722,Office building,1/1/2022," $2,627,731.63 ", Fully amortizing ," $832,115.02 ",6.76%," $3,921,987.51 "," $204,727.75 ",120,38,7%,Northeast,Class C,0
ABC1004723,Retail space,1/1/2018," $3,357,330.99 ", Partially amortizing ," $3,077,553.40 ",5.56%," $5,329,096.80 "," $466,295.97 ",60,35,15%,South,N/A,0
ABC1004724,Retail space,1/1/2020," $1,560,810.46 ", Fully amortizing ," $546,283.66 ",5.37%," $2,329,567.85 "," $153,518.52 ",60,21,30%,Midwest,N/A,0
ABC1004725,Multifamily residential,1/1/2018," $6,672,535.07 ", Partially amortizing ," $6,450,117.24 ",6.96%," $10,265,438.57 "," $774,014.07 ",120,110,34%,South,N/A,0
ABC1004726,Multifamily residential,1/1/2019," $29,411,889.17 ", Fully amortizing ," $17,892,232.58 ",7.38%," $35,436,011.05 "," $2,802,988.47 ",120,73,1%,Midwest,N/A,1
ABC1004727,Office building,1/1/2017," $2,412,275.15 ", Fully amortizing ," $1,306,649.04 ",6.79%," $4,020,458.59 "," $245,650.02 ",120,65,13%,South,Class A,0
ABC1004728,Multifamily residential,1/1/2022," $4,244,539.71 ", Fully amortizing ," $2,334,496.84 ",6.77%," $5,978,224.94 "," $322,824.15 ",120,66,11%,South,N/A,0
ABC1004729,Multifamily residential,1/1/2021," $1,200,768.43 ", Partially amortizing ," $824,527.66 ",7.20%," $2,223,645.24 "," $234,594.57 ",120,26,2%,Northeast,N/A,0
ABC1004730,Office building,1/1/2021," $3,941,090.82 ", Fully amortizing ," $437,898.98 ",7.32%," $5,882,225.11 "," $445,872.66 ",180,20,10%,South,Class A,0
ABC1004731,Office building,1/1/2018," $3,135,097.53 ", Partially amortizing ," $2,779,786.48 ",7.14%," $4,180,130.04 "," $194,794.06 ",120,86,11%,Northeast,Class A,0
ABC1004732,Retail space,1/1/2023," $2,022,749.52 ", Partially amortizing ," $1,699,109.60 ",5.78%," $2,733,445.30 "," $250,656.93 ",120,72,4%,Northeast,N/A,0
